id,name,folder,category,description,keywords,trigger_phrases,zh_triggers,source_type,source_package,path
e7b693b49718,agent-runtime-lab,agent-runtime-lab,agent-security-runtime,"Use when the user asks to inspect, audit, harden, diagnose, or test local AI agent runtimes, Codex, Claude Code, MCP tools, shell hooks, tool routing, tool logs, prompt injection, repo poisoning, policy checks, or authorized security lab targets.",MCP audit; MCP安全; access; action; actions; agent; agent-runtime-lab; ai-agent; analysis; append; attack; audit; authorized; authorized.; avoid; benign.; broad; build; bypass; caches; capabilities; categories.; cc-bos; chains; check; checks; choose; chosen; classify; claude; code; codex; codex-related; command; commands; concepts; confirm; constrain; content; core; credential; cwd; defensive; dependency; descriptions; destructive; destructive-action; details; deterministic; diagnose; directories.; dumping; duration; dvwa; enabled.; engineering; entries; environment; evaluation.; events; evidence; executionpolicy; explain.; explicit; explicitly; exploit; file; files; filesystem; filtering; findings; first.; folder; folders; force; generate; git; global; harden; helper; hints; hooks; ignore; important; info; injection; inspect; inspected; inspection; instructions,MCP audit; MCP安全; prompt injection; tool routing; 提示注入,MCP安全; 提示注入; 代理运行时; 工具调用; 策略检查; 安全审计,repo-skill,repository,skills\agent-runtime-lab\SKILL.md
eca63b923ffa,animejs,animejs,animation-rendering,"Use when writing Anime.js animations in HyperFrames, converting Anime.js examples, creating timelines, registering window.__hfAnime, making motion deterministic, or fixing Anime.js preview or render behavior.",WebGL; WebGPU; accent; adapter; adapter.; add; advance; after; anim; animate; animation; animations; anime; anime.js; anime.js.; anime.running; anime.timeline; animejs; animejs.com/documentation/; asset; async; authoring; auto-discovery; autoplay; avoid; based; bash; basic; behavior.; build; building; builds; callbacks; can; care; cdn.jsdelivr.net/npm/animejs; cdn.jsdelivr.net/npm/animejs/+esm; chip; clock.; compact.; complex; composition; compute; const; contract; converting; count; counts.; create; created.; creating; credits; default.; depending; deterministic; documentation; does; dom; duration; duration.; durations; during; easeoutcubic; easeoutexpo; easing; editing; event; every; examples; explicit; expose; false; finite; fixing; flourishes; good; gsap; handlers; how; html; https; hyperframes; import; imported; independent; infinite; initialization.; instance; instance.seek; instances,,动画; 滚动动画; 三维; WebGL; WebGPU; 粒子; 着色器; 动效,repo-skill,repository,skills\animejs\SKILL.md
89cf87a8ad03,css-animations,css-animations,animation-rendering,"Use when authoring CSS keyframes, CSS-only animation, animation-delay timing, animation-fill-mode, play-state, transitions, or deterministic CSS motion for HyperFrames preview and rendering.",WebGL; WebGPU; active; adapter; adapter.; after; animated; animating; animation; animation-delay; animation-duration; animation-fill-mode; animation-iteration-count; animation-name; animation-timing-function; animations; animations.; another; authoring; available; avoid; back; background; bash; basic; because; before; belongs; best; border; border-radius; both; browser; calc; can; cannot; change.; changing; choreography; class; classes; clearer.; clip; clip.; compositions; computed; contract; controls; count; count.; covering; credits; css; css-animations; css-only; cubic-bezier; currentcolor; custom; data-duration; data-start; data-track-index; decoration.; decorative; depend; deterministic; developer.mozilla.org/en-us/docs/web/css/animation-fill-mode; developer.mozilla.org/en-us/docs/web/css/reference/properties/animation; discovers; display; div; documentation; dom; dot-pop; dots; duplicating; duration; duration.; ease-out; editing; element; elements; entrances; environments; events.; excessive.; exposes; fallback; falls; finishes.; finite,,动画; 滚动动画; 三维; WebGL; WebGPU; 粒子; 着色器; 动效,repo-skill,repository,skills\css-animations\SKILL.md
5bd9db105acf,gsap-core,gsap-core,animation-rendering,"Use when the user asks for GSAP core animation, JavaScript animation, DOM or SVG tweens, gsap.to, from, fromTo, easing, duration, stagger, defaults, matchMedia, responsive animation, reduced motion, or framework-agnostic animation.",WebGL; WebGPU; about; across; active; aliases; all; already; alternates; always; amount; animate; animates; animation; animation.; animations; another; any; application; applied; apply; are; ask; astro; auto; avoids; back.out; backgroundcolor; before; behaving; below; between; boolean; browsers.; built-in; calculated; callbacks; camelcase; center; choice.; chosen; clamp; code; code.; common; common.; complex; consistent; content; context; control; controlled.; coordinated; core; created; css; cssplugin; current; customizing.; debugging; default; defaults; delay; direction.; docs; dom; draggable; duration; dynamic; dynamically; e.g.; each; ease; eases; easing; elastic.out; element; elements; elements.; end; engine; entrances; environment; equivalent; especially; etc.; expected; explaining; explicit; false,,动画; 滚动动画; 三维; WebGL; WebGPU; 粒子; 着色器; 动效,repo-skill,repository,skills\gsap-core\SKILL.md
82d88a5ce46f,gsap-frameworks,gsap-frameworks,animation-rendering,"Use when using GSAP with Vue, Nuxt, Svelte, SvelteKit, onMounted, onMount, onDestroy, framework lifecycle cleanup, scoped selectors, or non-React component animation.",WebGL; WebGPU; after; all; also; always; animation; animation.; animations; api; app; application; apply; are; argument; autoalpha; available; box; call; callback; called.; class; clean; cleanup; code; component; composable; composables/usegsap.ts; composition; const; container; container.value; create; created; cssruleplugin; ctx; ctx.revert; custombounce; customease; customwiggle; default; demonstrating; detached; div; dom; dom.; draggable; drawsvgplugin; duration; dynamically; e.g.; easelplugin; easepack; elements; equivalent; examples/nuxt/; examples/vue/; export; extensively; flip; framework; frameworks; gsap; gsap-core; gsap-frameworks; gsap-react; gsap-scrolltrigger; gsap-timeline; gsap.context; gsap.from; gsap.registerplugin; gsap.to; gsap/cssruleplugin; gsap/custombounce; gsap/customease; gsap/customwiggle; gsap/draggable; gsap/drawsvgplugin; gsap/easelplugin; gsap/easepack; gsap/flip; gsap/gsdevtools; gsap/inertiaplugin; gsap/morphsvgplugin; gsap/motionpathhelper; gsap/motionpathplugin; gsap/observer; gsap/physics2dplugin; gsap/physicspropsplugin; gsap/pixiplugin,,动画; 滚动动画; 三维; WebGL; WebGPU; 粒子; 着色器; 动效,repo-skill,repository,skills\gsap-frameworks\SKILL.md
70984688f1ec,gsap-performance,gsap-performance,animation-rendering,"Use when optimizing GSAP performance, animation jank, FPS, smoothness, 60fps, layout thrashing, transforms, will-change, batching, heavy scroll animation, or stuttering motion.",WebGL; WebGPU; about; achieve; actually; addeventlistener; after; all; animate; animate.; animating; animating.; animation; animations; animations.; apply; are; autoalpha; avoid; avoids; away; batch; batches; batching; best; browser; build; call; can; case; cause; causes; changes; clean; cleanup; code; compositor; consider; container; content; correctness.; cost; create; creating; css; debounce; debounced; default; delays; devices.; direct; document.queryselector; doing; dom; duration; during; e.g.; e.pagex; e.pagey; each; ease; effect.; efficient.; element; elements; every; fast; first; followers; force3d; fps; frame.; frequently; gsap; gsap-core; gsap-performance; gsap-scrolltrigger; gsap-timeline; gsap.quickto; handle; heavy; height; hints; huge; hundreds; hurt; ignore; inactive; instead; interleaving,,动画; 滚动动画; 三维; WebGL; WebGPU; 粒子; 着色器; 动效,repo-skill,repository,skills\gsap-performance\SKILL.md
7143a0227c5d,gsap-plugins,gsap-plugins,animation-rendering,"Use when the user asks about GSAP plugins such as ScrollToPlugin, ScrollSmoother, Flip, Draggable, Inertia, Observer, SplitText, ScrambleText, SVG drawing, physics plugins, CustomEase, CustomWiggle, CustomBounce, or plugin registration.",WebGL; WebGPU; about; absolute; access; accurate; acquisition; add/remove; after; all; animate; animated; animates; animating; animations; any; api; app; apply; are; auth; avoids; before; better; between; body; bounds; box; bundlers; call.; callbacks; can; capture; cards; change; changes; children; class; classes; club; club-only; code; commercial; component; config; const; constrain; container; content; core; css; cursor; custombounce; customease; customwiggle; default; description; div; docs; dom; drag; draggable; draggable.create; dragging; drawing; drawsvg; duration; during; e.g.; each; ease; easepack; easing; edgeresistance; element; elements; enable; etc.; event; every; everything; expanded/collapsed; false; faster; first; fit; fixed; flip; flip.from; flip.getstate,,动画; 滚动动画; 三维; WebGL; WebGPU; 粒子; 着色器; 动效,repo-skill,repository,skills\gsap-plugins\SKILL.md
5a8ba23ce525,gsap-react,gsap-react,animation-rendering,"Use when using GSAP with React or Next.js, useGSAP, refs, gsap.context, component cleanup, React animation hooks, or React-specific animation lifecycle issues.",WebGL; WebGPU; across; actual; added; after; all; always; animation; animations; any; app; apply; are; argument; array; automatically; available; avoid; avoiding; bad; badref; badref.current; badref.current.addeventlistener; bash; because; before; behavior; below; below.; between; box; browser.; call; callbacks; callbacks.; called; calls; can; causes; changes; children; cleaned; cleaning; cleanup; click; client.; code; component; config; const; container; containerref; context; context-safe; context.; context/ssr; contextsafe; created; ctx; ctx.revert; danger; default; defined.; dependencies; dependency; dependency/trigger; detached; does; doesn; doing; dom; during; e.g.; effect; either; element; elements; empty; endx; ensure; etc.; event; every; execute; executes; executes.; execution; flexibility; frameworks,,动画; 滚动动画; 三维; WebGL; WebGPU; 粒子; 着色器; 动效,repo-skill,repository,skills\gsap-react\SKILL.md
84b4b3e802ad,gsap-scrolltrigger,gsap-scrolltrigger,animation-rendering,"Use when building scroll-based animation with GSAP ScrollTrigger, parallax, pinning, scrub, scroll triggers, scroll-driven scenes, pinned sections, reveal-on-scroll, or ScrollTrigger debugging.",WebGL; WebGPU; actions; active; active.; add/remove; adds; after; also; animate; animation; animations; apply; are; array; available; based; basic; becomes; below.; boolean; bottom; bounds; box; building; call; callbacks; can; catch; center; changes.; children.; clamp; class; classname; cleanup; collapse; complete; config; container; containeranimation; containeranimation-based; content; creating; crossing; debugging.; default; defines; delay; description; dev; different; direct; direction; div.; docs; doesn; don; duration; e.g.; each; ease; element; element.; elements; end; endcolor; ends.; endtrigger; examples; fake; false; first; first.; fontsize; format; four; full; function; getvelocity; gsap; gsap-core; gsap-plugins; gsap-react; gsap-scrolltrigger; gsap-timeline; gsap.com/docs/v3/plugins/scrolltrigger/; gsap.registerplugin; gsap.to; height,,动画; 滚动动画; 三维; WebGL; WebGPU; 粒子; 着色器; 动效,repo-skill,repository,skills\gsap-scrolltrigger\SKILL.md
b246791db9f1,gsap-utils,gsap-utils,animation-rendering,"Use when using gsap.utils, clamp, mapRange, normalize, interpolate, random, snap, toArray, wrap, pipe, helper utilities, value mapping, or utility-driven animation logic.",WebGL; WebGPU; accept; accepts; all; allowed; animation; animations; another; another.; any; apply; are; args; argument; argument.; array; array/collection; backgroundcolor; between; blue; box; building; call; callback; callbacks; clamp; clampfn; clamping; code; color; colors; config; constrains; converting; customease; degrees; drives; duration; e.g.; each; easing; element; end; evaluates; exception; ff0000; form; form.; function; function-based; get; given; green; grid; gsap; gsap-core; gsap-plugins; gsap-scrolltrigger; gsap-timeline; gsap-utils; gsap.; gsap.com/docs/v3/gsap/utilitymethods/random; gsap.to; gsap.utils; gsap.utils.clamp; gsap.utils.interpolate; gsap.utils.maprange; gsap.utils.normalize; gsap.utils.random; gsap.utils.snap; handler; handles; handling; helper; helpers; https; immediate; inmax; inmin; input; inputs; instead; interpolate; interpolates; inverse; item; javascript; keys.; last,,动画; 滚动动画; 三维; WebGL; WebGPU; 粒子; 着色器; 动效,repo-skill,repository,skills\gsap-utils\SKILL.md
348fcfcc05a4,tailwind,tailwind,animation-rendering,"Use when using Tailwind CSS v4 in HyperFrames, hyperframes init --tailwind, Tailwind utility classes, CSS-first theme tokens, browser runtime Tailwind, v3 vs v4 syntax issues, or compiling Tailwind for compositions.",WebGL; WebGPU; absolute; adapter.; add; after; animated; another; apis; appear; appears; apply.; aspect-video; assume; attributes; auto-detects; avoid; balance; bare; base; bash; before; behavior; beyond; bg-; bg-blue-500; bg-rose-500; bg-zinc-950; block; block.; blue; border; border-white/20; browser; browser-runtime; browser.; browsers.; build; but; calc; can; capture; capture.; careful; cdn.tailwindcss.com; changed; check; class; classes; cli.; clip; clock-based; color; color-brand; colors; colors.; compile; compiled; compiling; complete; components; composition; composition.; compositions; compositions.; config; content; contract; created; css; css-first; current; custom; data; data-; data-duration; data-start; data-tone; data-track-index; default; define; deterministic; deterministically.; dimensions; directives.; directly; div; document; draft; dynamic,,动画; 滚动动画; 三维; WebGL; WebGPU; 粒子; 着色器; 动效,repo-skill,repository,skills\tailwind\SKILL.md
680fc203288b,three,three,animation-rendering,"Use when creating Three.js, WebGL, 3D scenes, canvas layers, cameras, shaders, AnimationMixer timelines, deterministic renders, or HyperFrames hf-seek driven 3D animation.",WebGL; WebGPU; adapter; adapter.; after; all; alpha; animation; animation.; animationmixer; animationmixer.settime; antialias; are; assets; authored; avoid; bash; basic; before; block; camera; camera.position.set; cameras; can; canvas; cdn.jsdelivr.net/npm/three; clip; clips; clock; color; completes.; composition; const; contract; create; creating; credits; css; customevent; data; date.now; deltas; depend; dependent; derived; detail; deterministic; device-pixel-ratio; directly; dispatches; display; docs; document.getelementbyid; does; driven; each; editing; esm; event; event.detail.time; exact; exactly; exist; false; fetch; frame; frame.; free-running; function; gltf; good; hdris; height; hf-seek; history; html; https; hyperframes; import; inside; its; layers; leaving; lint; listen; load; loaded; loading; local; loop.,,动画; 滚动动画; 三维; WebGL; WebGPU; 粒子; 着色器; 动效,repo-skill,repository,skills\three\SKILL.md
dc01d3ab4977,typegpu,typegpu,animation-rendering,"Use when creating TypeGPU or raw WebGPU visuals, WGSL shaders, compute pipelines, GPU particles, liquid glass effects, navigator.gpu canvas layers, or HyperFrames hf-seek driven WebGPU scenes.",WebGL; WebGPU; adapter; adapter.; adapter.requestdevice; added; after; against; all; alpha; alphamode; any; approach; areas; aroll; async; asynchronously; averages; await; basic; before; bgtex; bilinear; bind; bindgroup; blur; blur.; buffers; build; but; call; can; canvas; canvas.getcontext; canvas.height; canvas.width; cap; cap-1; caption; captions; captured.; catch; caveat; check; chromatic; chrome; clear; clearvalue; colorattachments; composite; composition; compute; const; content.; contract; copyexternalimagetotexture; create; createview; creating; ctx; ctx.configure; ctx.getcurrenttexture; customevent; decoded; detail; device; device.createbuffer; device.createcommandencoder; device.createtexture; device.queue.copyexternalimagetotexture; device.queue.onsubmittedworkdone; device.queue.submit; device.queue.writebuffer; dispatches; distortion; document.getelementbyid; does; downsample; draw; drive; driven; duration; during; e.detail.time; each; effect; effects; ele; elements; elements.,,动画; 滚动动画; 三维; WebGL; WebGPU; 粒子; 着色器; 动效,repo-skill,repository,skills\typegpu\SKILL.md
298403e25262,waapi,waapi,animation-rendering,"Use when authoring Web Animations API motion, element.animate, Animation currentTime, KeyframeEffect timing, fill modes, document.getAnimations, native browser animations, or deterministic WAAPI rendering in HyperFrames.",WebGL; WebGPU; adapter; adapter.; after; animating; animation; animation.currenttime; animation.finished; animation.pause; animations; api; are; assuming; authoring; automatic.; avoid; bash; basic; both; browser; callbacks; calls; can; class; clip; clip-local; clocks; composition; const; contract; controlled; create; creation; credits; css; cubic-bezier; currenttime; data-duration; data-start; data-track-index; data.; delay; delays; dependency.; depending; deterministic; developer.mozilla.org/docs/web/api/web_animations_api/using_the_web_animations_api; developer.mozilla.org/en-us/docs/web/api/animation/currenttime; div; document-level; document.getanimations; document.getelementbyid; document.queryselectorall; dom; dom.; duration; during; each; easing; editing; element; element.animate; express; fill; finite; first; foreach; generated; good; gsap; guide; html; https; hyperframes; hyperframes.; index; infinite; initialization.; it.; iterations; its; javascript-created; keyframeeffect; keyframes; layout; let; lightweight; lint; mdn,,动画; 滚动动画; 三维; WebGL; WebGPU; 粒子; 着色器; 动效,repo-skill,repository,skills\waapi\SKILL.md
46c987356e60,agency-agents,agency-agents,content-knowledge-marketing,"Use when the user asks to consult, activate, invoke, or roleplay a specialist agent such as frontend, backend, UI, UX, product, marketing, sales, finance, academic, game, spatial, support, testing, strategy, expert, persona, or agency role.",GEO; Obsidian; SEO; UGC脚本; academic; acceptance; activate; ads; advisory; agency; agency-agents; agent; agents; apply; architecture; are; are...; backend; before; being; code; codex; consult; content; criteria; current; data; databases; descriptions; design; developer; devops; division; doing; domain; engineering; evaluation; expert; files; finance; fit; frontend; full; game; game-development; geography; grouped; growth; guardrail; guidance; higher-priority; hints; history; identify; ignore; important; installed; instruction-priority; instructions.; invoke; language; launches; library.; local; markdown; marketing; matching; more; mvps; name; names; needed; not; one; only; outcome.; overrides.; paid-media; permission; persona; personas; pick; planning; preserving; pricing; product; project-management; prompts; psychology; read,,短视频hook; 广告开头; UGC脚本; 知识库; 双链笔记; Obsidian; SEO; GEO,repo-skill,repository,skills\agency-agents\SKILL.md
52fc297e9ac0,hook-skills,hook-skills,content-knowledge-marketing,"Use when the user asks for short-video hooks, TikTok, Reels, Shorts, UGC scripts, ad openings, first lines, first-three-seconds optimization, landing-page hooks, SEO intros, GEO intros, curiosity-gap copy, pain-point angles, or product feature hooks.",GEO; Obsidian; Reels; SEO; Shorts; TikTok; UGC脚本; about; about.; absolute; absorption; abstract; accumulated; accumulating; acne; action; addiction; advantage; aftercare; age; already; angles; answer; answer.; any; appearance; applying; asked; aspiration; attacks; attention; attraction; attractive; auditing; aversion; avoid; bank; beauty; beauty/skincare/microneedling; become; before; best; better; boundary; breakdown; but; can; card; care; case; catchy; certainty.; change.; checklist; checks; claim; claims; claims.; clarity; clear; click; close; cognitive; collagen; comment; compare; compare.; comparison; compliance; confidence; connect; connection; content; content.; continuation; continue.; contradiction; contrast; control; copy; core; create; creates; credibility; criteria; cure; curiosity; curiosity-gap; curiosity.; daily,Reels; Shorts; TikTok; first 3 seconds; viral hook; 广告开头; 短视频hook,短视频hook; 广告开头; UGC脚本; 知识库; 双链笔记; Obsidian; SEO; GEO,repo-skill,repository,skills\hook-skills\SKILL.md
734baaea2633,obsidian-llm-wiki-builder,obsidian-llm-wiki-skill,content-knowledge-marketing,"Use when the user asks to organize Obsidian notes, personal knowledge management, LLM-assisted reading notes, wiki links, tags, templates, indexes, evergreen notes, vault structure, note cleanup, or knowledge workflows.",GEO; Obsidian; SEO; UGC脚本; actions; add; alone.; already; any; archived; are; arguments; article; articles; assumptions; atomic; author/source; avoid; back; backlinks; bar; become; body; book; broad; build; builder; can; capture; case; category.; caused; chapter; chat; checklists.; chinese; chinese.; citations; claim-style; claims.; cleanup; clear; clearly.; completed; concept; concepts; concise; concrete; connection; consistent; contains; content; context; context.; convention; convert; core; counterpoints; create; created; creating; current; daily; daily-note; date; dates; default; describe; diagnosis; distill; documents.; domains.; duplicate; durable; each; edits.; end; english; evergreen; evergreen notes; every; evolve; examples; excerpts; existing; explanation; explicit; express; extract; facts,backlinks; evergreen notes; vault; 双链笔记; 知识库,短视频hook; 广告开头; UGC脚本; 知识库; 双链笔记; Obsidian; SEO; GEO,repo-skill,repository,skills\obsidian-llm-wiki-skill\SKILL.md
cfb323a13826,dispatching-parallel-agents,dispatching-parallel-agents,debugging-code-quality,"Use when a task has two or more independent workstreams, parallel subtasks, separate files, independent research tracks, or can be split among subagents without shared state or sequential dependency.",abort; aborted; about; across; actual; adjusting; affect; after; agent; agent-tool-abort.test.ts; agents; all; also; among; approval; arbitrary; are; batch; batch-completion-behavior.test.ts; behavior; between; box; broad; broken; bugs; but; can; capture; cause; causes; change; changed; changes; claude; clear; code; common; completed; completion; concurrently; concurrently.; cond; condition; conflict; constraints; construct; context; context.; coordination; core; count; crafting; create; debugging; decision; delegate; dependency.; diamond; different; digraph; dispatch; dispatching; dispatching-parallel-agents; doesn; domain; domain.; domains; don; dot; each; editing; ensure; entire; environment; error; event-based; everything; exactly; example; executing; execution; expectations; expected; expects; exploratory; failing; failure; failures; fast; file,,报错; 修复; 排查; 跑不起来; 失败; 崩溃; 卡住; 测试失败; 代码审查; 验收,repo-skill,repository,skills\dispatching-parallel-agents\SKILL.md
54e21c23e5d9,finishing-a-development-branch,finishing-a-development-branch,debugging-code-quality,"Use when implementation is complete and the user needs to finish a branch, decide next integration steps, prepare merge or PR options, clean up work, summarize tests, or choose how to land completed changes.",add; after; alive; all; always; announce; any; anything; as-is; ask; back; base; base-branch; bash; before; body; branch; branches; bullets; cannot; cargo; cat; changed; changes.; checkout; choice; choose; chosen; clean; cleanup; cleanup.; clear; command; commit-list; commits; common; complete; complete.; completed; completing; completion; concise.; config/superpowers/worktrees/; confirm; confirm.; confirmation.; confirmed; continue; core; correct; create; created; cwd; decide; delete; detached; detect; determine; determines; dev/null; development; discard; don; done.; environment; eof; exact; exactly; execute; explanation; externally; fail; failing; failures; feature-branch; feedback.; finish; finishing; finishing-a-development-branch; first; fix; force; force-delete; get; git; git-common-dir; git-dir; git_common; git_dir; guide,,报错; 修复; 排查; 跑不起来; 失败; 崩溃; 卡住; 测试失败; 代码审查; 验收,repo-skill,repository,skills\finishing-a-development-branch\SKILL.md
9269ad71a009,karpathy-guidelines,karpathy-guidelines,debugging-code-quality,"Use when writing, reviewing, debugging, or refactoring code where simplicity, minimal changes, clear assumptions, surgical edits, readability, verification, or Andrej Karpathy-style engineering discipline matters.",abstractions; add; adjacent; after; andrej; approach; aren; ask; ask.; asked.; assume.; assumptions; back; before; behavioral; beyond; bias; brief; broken.; bug; caution; changed; changes; check; clarification.; clean; clear; code; code.; coding; comments; common; configurability; confusing.; confusion.; constant; could; create; criteria; criteria.; dead; debugging; define; delete; derived; differently.; directly; discipline; don; editing; edits; engineer; engineering; ensure; error; even; every; execution; exist; existing; exists; explicitly.; features; first; fix; flexibility; formatting.; goal-driven; goals; guidelines; handling; hide; https; implementing; imports/variables/functions; impossible; improve; independently.; inputs; interpretations; invalid; it.; judgment.; karpathy; karpathy-guidelines; karpathy-style; let; line; lines; llm,,报错; 修复; 排查; 跑不起来; 失败; 崩溃; 卡住; 测试失败; 代码审查; 验收,repo-skill,repository,skills\karpathy-guidelines\SKILL.md
dd1394d909a9,receiving-code-review,receiving-code-review,debugging-code-quality,"Use when the user gives code review feedback, requested changes, reviewer comments, inline comments, unclear suggestions, questionable advice, or asks to address review feedback before implementation.",about; absolutely; acknowledging; acknowledgment; act; action; actions; actual; add; address; advice; afoot; after; against; agreement; all; any; anything; anyway; apology; architectural; are; ask; assuming; assuming.; avoiding; back; bad; batch; because; before; blind; blocking; both; breaks; brief; but; called.; can; carefully; catch; catching; changed; changes; check; checked; circle; clarification; clarify; clarifying; claude.md; code; codebase; comfort; comfort.; comments; common; complete; complex; conflicts; context; core; correct; correct.; correcting; correction; correctness; current; decisions; defending; defensiveness; delete; description; direction; discuss; does; don; each; easily; emotional; endpoint; evaluate; evaluation; example; examples; excellent; exist; existing; explicit; expression,,报错; 修复; 排查; 跑不起来; 失败; 崩溃; 卡住; 测试失败; 代码审查; 验收,repo-skill,repository,skills\receiving-code-review\SKILL.md
bd3d57d881ab,remotion-to-hyperframes,remotion-to-hyperframes,debugging-code-quality,"Use when the user explicitly asks to port, convert, migrate, translate, or rewrite an existing Remotion React video composition into a HyperFrames HTML composition.",a/b-testing; absolutefill; after; against; all; animated; antd; any; api; are; asking; async; audio; authoring; based; baseline; becomes; blocker; blockers; bottom; build.; but; calculatemetadata; calls; can; canonical; carrying; case; chakra; cleanly; code; comp; composition; composition-id; composition.; compositions; compositions.; config; construct; containing; contains; convert; corpus; css; custom; data-; data-composition-id; data-duration; data-fps; data-height; data-start; data-track-index; data-width; default; defaultprops; delayrender; deps; derivation; detects; direct; directory.; div; divs; don; doubt; drop; dropping; drops; easing; emit; encodes; equivalent; equivalents; eval; even; every; example; existing; explicitly; family; fires; fit; fixtures; flat; font-face; font.loadfont; fonts.md; freeze; fresh; gap,,报错; 修复; 排查; 跑不起来; 失败; 崩溃; 卡住; 测试失败; 代码审查; 验收,repo-skill,repository,skills\remotion-to-hyperframes\SKILL.md
ab17eea11540,requesting-code-review,requesting-code-review,debugging-code-quality,"Use when work is complete or near complete and the user wants review, asks to check implementation quality, verify requirements, find risks, review before merge, or inspect a major feature before shipping.",a7981ec; act; ad-hoc; add; added; after; apply; architecture; argue; assessment; awk; back; base_sha; baseline; bash; because; before; brief; bug; built; but; cascade.; catch; check; checkpoints; clarification; clean; code; code-reviewer.md; code/tests; commit; complete; completed; completing; complex; compound; context; continue; continued; core; crafted; critical; description; development; df7661; dispatch; docs/superpowers/plans/deployment-plan.md; each; early; ending; evaluation; example; executing; feature; feedback; fill; find; fix; fixing; flags; focused; fresh; function; general-purpose; get; gets; git; grep; head; head_sha; history.; how; ignore; immediately; implementation; important; indicators; inspect; integration; interval; issue; issues; just; keeps; later; let; log; magic; main; major,,报错; 修复; 排查; 跑不起来; 失败; 崩溃; 卡住; 测试失败; 代码审查; 验收,repo-skill,repository,skills\requesting-code-review\SKILL.md
e37fd224ba77,systematic-debugging,systematic-debugging,debugging-code-quality,"Use when something is broken, failing, crashing, hanging, flaky, slow, behaving unexpectedly, tests fail, commands error, setup does not work, or the user asks to debug, fix, diagnose, troubleshoot, inspect logs, 排查, 修复, 报错, 卡住, or find root cause.",actual; add; address; against; already; always; analysis; analyze; any; api; app; applying; are; ask; assume; assumptions; attempting; automated; available; backward; bad; bash; because; before; behaving; behavior; between; boundary; breaks; broken; bugs; bugs.; build; call; called; can; cannot; carefully; case; cause; cause.; causes; change; changed; changes; check; clearly; code; codebase; codes; codesign; commands; commits; compare; complete; completed; completely; component; components; config; consistently; contain; continuing; core; could; crashing; create; data; database; debug; debugging; debugging.; deep; dependencies; diagnose; diagnostic; did; didn; diff; difference; differences; different; directory; does; don; down; each; echo; emergencies; enters,error; exception; logs; root cause; stack trace; 修复; 报错; 排查; 跑不起来,报错; 修复; 排查; 跑不起来; 失败; 崩溃; 卡住; 测试失败; 代码审查; 验收,repo-skill,repository,skills\systematic-debugging\SKILL.md
46b66232500d,test-driven-development,test-driven-development,debugging-code-quality,"Use when implementing any feature, bugfix, behavior change, refactor, or code modification before writing implementation code, especially when tests, expected behavior, or verification can be defined first.",actually; ad-hoc.; adapt; add; after; all; already; always; any; api; are; ask; async; attempt; attempts; attempts++; automated; await; backoff; bad; bash; because; before; behavior; behavior.; beyond; box; bug; bugfix; but; can; cases; catch; ccccff; ccffcc; change; changes; clean; clear; code; comprehensive; configuration; confirm; const; core; correctly.; defined; delete; demonstrates; describes; desired; development; diamond; didn; digraph; domain; don; dot; duplication; easy; edge; ellipse; email; enough; error; errors; especially; everything; exceptions; existing; expect; expected; exponential; extract; fail; fail.; failed; failing; fails; failure; feature; feature.; features; ffcccc; files; fillcolor; filled; first; first.; fix,,报错; 修复; 排查; 跑不起来; 失败; 崩溃; 卡住; 测试失败; 代码审查; 验收,repo-skill,repository,skills\test-driven-development\SKILL.md
