id,name,folder,category,description,keywords,trigger_phrases,zh_triggers,source_type,source_package,path
aa5fb5f87b62,verification-before-completion,verification-before-completion,debugging-code-quality,"Use when claiming work is complete, fixed, passing, ready, merged, or shippable, before committing or opening PRs, or when final verification, test evidence, command output, or proof of success is needed.",about; actual; agent; agents; all; always; always.; any; applies; apply; assumed; before; believe; bottom; broken; bug; build; cannot; changed; changes; check; checklist; claim; claiming; claims; clean; code; command; command.; commit/push/pr; committing; common; communication; compilation; compiler; complete; completed; completion; completion/correctness; confidence; confident; confirm; core; correct; count; crash; create; creation; cycle; delegating; delegation; diff; different; dishonesty; does; doesn; don; done; each; efficiency.; enough; errors; etc.; evidence; exact; exceptions; excuse; execute; exhaustion; exit; expressing; expression; extrapolation; fail; failure; failures; false; features; final; fix; fixed; flags; fresh; full; function; functions; gaps; gate; good; great,,报错; 修复; 排查; 跑不起来; 失败; 崩溃; 卡住; 测试失败; 代码审查; 验收,repo-skill,repository,skills\verification-before-completion\SKILL.md
860985300ac0,writing-skills,writing-skills,debugging-code-quality,"Use when creating, editing, packaging, testing, verifying, or improving Codex skills, SKILL.md files, descriptions, trigger behavior, skill folders, skill docs, or skill deployment.",SKILL.md; about; across; adapts; additional; addressing; again; agent; agent-specific; agents; agents/skills/; agentskills.io/specification; all; answer; anthropic; anthropic-best-practices.md.; api; applied; applies; apply; approach; approaches.; are; authoring; automate; background; baseline; before; before/after; behavior; benefit; best; broadly; bullet; bullets; calls; case; cases; characters; chars; claude; claude.md; claude/skills; close; code; codex; common; comparison; complement; compliance; complies; comply; comprehensive; concept; concepts; concrete; condition-based-waiting; conditions; constraints; contexts; conventions; core; create; creating; creation; critical; cso; cycle; cycle.; decide; decision; defines; deployment.; describes; description; descriptions; development; didn; directories; directory; discovery; docs; document; documentation; documentation.; does; don; editing; effective; else,SKILL.md; skill description; trigger behavior; 技能触发; 触发描述,报错; 修复; 排查; 跑不起来; 失败; 崩溃; 卡住; 测试失败; 代码审查; 验收,repo-skill,repository,skills\writing-skills\SKILL.md
a0f1a58f22ea,contribute-catalog,contribute-catalog,hyperframes-video,"Use when the user explicitly wants to contribute a HyperFrames registry block, caption style, VFX block, transition, lower third, text effect, overlay, snippet, catalog component, upstream PR, or public registry item.",abbreviation; absolute; acceptable; active; adapt; adjust; align-items; all; always; animates; animation; any; apply; ask; avoid; based; bash; block; block-name; blocks; bottom; build; building.; call; cap-hormozi; cap-typewriter; caption; card; cards; catalog; category; cdn; center; centered; ch-; char; character; characters; clarify; clobbers; collisions; color/scale; component; component-name; component.; components; composition; compositions/; compositions/components/; computed; console; contribut; contribute; contribute-catalog; convention; copy-paste; correct; create; css; cursors/decorative; data-composition-id; date.now; description; dimensions; display; docs/images/catalog/; duration; duration.; each; effect; effects; element; elements; errors; every; example; explicitly; files; fixed; flex; font; fonts.; full; function; g.end; generate; global; group; groupel; gsap,,做视频; 字幕; 配音; 视频合成; 网页转视频; 网址做成视频; 链接做视频; 宣传片; 产品视频; 产品宣传视频,repo-skill,repository,skills\contribute-catalog\SKILL.md
a5ec05e360d3,gsap,gsap,hyperframes-video,"Use when writing GSAP animations in HyperFrames, using gsap.to, from, fromTo, timelines, easing, stagger, labels, nesting, playback, transforms, quickTo, or deterministic GSAP motion for video compositions.",absolute; accent; accessibility; adapter.; after; aliases; alignment; all; also; alternates; always; amount; animate; animations; apply; argument; async; auto; auto-reverts; autoalpha; avoid; back; back.out; backgroundcolor; before; bounce; box; build; built-in; call; callbacks.; camelcase; ccw; cdn.jsdelivr.net/npm/gsap; center; circ; clearprops; code; combine; comma-separated; common; common.; complete.; composition; compositions.; compute; const; context; context.conditions; contract; controlling; controls; coordinate; core; create; creating; css; current; data-composition-id; default; defaults; deg; delay; deterministic; direction; directional; dist/gsap.min.js; don; duration; duration.; durations.; e.g.; each; ease; eases; easing; elastic; elastic.out; end; end.; ends; entrances; equal; equivalent; event; exact; explicit; expo; false; finite,,做视频; 字幕; 配音; 视频合成; 网页转视频; 网址做成视频; 链接做视频; 宣传片; 产品视频; 产品宣传视频,repo-skill,repository,skills\gsap\SKILL.md
b165c9b85cad,hyperframes,hyperframes,hyperframes-video,"Use when creating HyperFrames video compositions, HTML-based videos, animated scenes, captions, subtitles, voiceovers, audio-reactive visuals, title cards, overlays, transitions, marker sweeps, hand-drawn highlights, or full video production workflows.",accuracy; add; additional; adjust; against; agent; alternative; always; ambient; ambitious.; animate; animated; animation; any; appearance.; approach; approaches.; appropriate.; arc; are; ask; asked.; attributes; audience; audio; audio-reactive; available; b82f6; back; beats.; before; below.; best; both; brand; brand.; browse; browser; build; built-in; but; can; captions; captions.; card; cards; carry; casings; check; choice; clip; clips; closest; color; colors; colors/fonts; come; committed; composition; compositions; configures; consider; consistent; constraints.; consumers; content; conversation.; copies; correctly; create; creating; css; dark; data-; declare; define; defines; demo; design; design.md; developers; differ; different; direction; directory; discovery; discovery.; does; don; downstream,,做视频; 字幕; 配音; 视频合成; 网页转视频; 网址做成视频; 链接做视频; 宣传片; 产品视频; 产品宣传视频,repo-skill,repository,skills\hyperframes\SKILL.md
bb7ce6d28544,hyperframes-cli,hyperframes-cli,hyperframes-video,"Use when running or troubleshooting HyperFrames CLI commands such as init, lint, inspect, preview, render, doctor, browser, info, upgrade, build environment checks, or npx hyperframes dev loops.",actual; add; after; agent; agent-readable; alias; all; ancestor; animation; are; audio; audited; author; automatically.; available; back; bash; before; blank; box; browser; bubble; bubbles; bubbles/containers; build; but; byte-identical; canvas; canvas.; captions; cards; catches; changes.; checks; children; chrome; ci/agents; classes; cli; clip.mp4; clipped; clipping; codex-openai-video; coding; collapsed; commands; compact; compatibility; composition; compositions; compositions/; container; containers; context; copies; creates; creating; current; custom; data-composition-id; data-layout-allow-overflow; data-layout-ignore; decision-tree; decorative; default; delivery; denser; dev; directory; docker; doctor; draft; editing; element; entrance/exit; environment; errors; escaping; especially; everything; example; explicit; extending; fail; fast; ffmpeg.; file; files; final; final.mp4,,做视频; 字幕; 配音; 视频合成; 网页转视频; 网址做成视频; 链接做视频; 宣传片; 产品视频; 产品宣传视频,repo-skill,repository,skills\hyperframes-cli\SKILL.md
48b637fe9afb,hyperframes-media,hyperframes-media,hyperframes-video,"Use when preparing HyperFrames media assets, generating TTS voiceover, choosing voices, transcribing audio or video, creating captions from speech, removing image or video backgrounds, or chaining TTS, transcription, and captions.",accents; accessibility; added; af_heart; af_nova; af_sky; after; all; am_adam; am_michael; american; api; approachable; appropriate; apt-get; array; assets; audio; audio.mp3; audio/video; authoritative; auto-detection; auto-detects; avatar; background; backgrounds; backwards; base; bash; benefit; bf_emma; bm_george; brazilian; brew; british; cache/hyperframes/; cache/hyperframes/tts/; cached; caches; caption; caption-quality; captions; captions.; carefully; casual; chaining; checks; choosing; cleaning; clear; cli; clips; code; codes; commands; compatibility.; complex; composition; compositions; consume; content; content.; conventions.; creating; default; demo; destroys; documentation; downloads; drop; during; each; easy; ef_dora; element; empieza; en-gb; en-us; encode; end; energetic; english; english.; es.wav; espeak-ng; every; existing; explicitly; fast; fastest,,做视频; 字幕; 配音; 视频合成; 网页转视频; 网址做成视频; 链接做视频; 宣传片; 产品视频; 产品宣传视频,repo-skill,repository,skills\hyperframes-media\SKILL.md
f6ce99c2a564,hyperframes-registry,hyperframes-registry,hyperframes-video,"Use when installing, adding, wiring, or discovering HyperFrames registry blocks or components, using hyperframes add, editing hyperframes.json, merging component snippets, or connecting registry items to index.html.",add; adding; after; any; appears; are; assets; attributes; available; bash; before; block; blocks; blocks.; browse; calls; canvas; ci/headless; cli; clipboard; code; comment; component; components; components.; composition; composition.; compositions; compositions/; compositions/components; compositions/components/; compositions/components/grain-overlay.html; compositions/data-chart.html; configurable; connecting; contains; content; copy; css; curl; data-chart; data-composition-id; data-composition-src; data-duration; data-height; data-start; data-track-index; data-width; default.; description; details; details.; dimensions; dir; directly; discover; discovering; discovery; discovery.md; div; duration; e.g.; each; editing; effect; elements; example; examples; existing; exposes; file; files; filtering; front; full; grain-overlay; gsap; higher; host; how; html; html.; https; hyperframes; hyperframes-registry; hyperframes.json; include; included; index.html; index.html.,,做视频; 字幕; 配音; 视频合成; 网页转视频; 网址做成视频; 链接做视频; 宣传片; 产品视频; 产品宣传视频,repo-skill,repository,skills\hyperframes-registry\SKILL.md
64b4a7119178,lottie,lottie,hyperframes-video,"Use when embedding Lottie or dotLottie animations in HyperFrames, using lottie-web, .lottie files, @lottiefiles/dotlottie-web, After Effects exports, window.__hfLottie, or deterministic Lottie rendering.",accents; adapter; adapter.; after; airbnb; all; already; anim; animation; animations; apis; are; asset; assets; assets/; assets/logo-reveal.json; assets/product-flow.lottie; assuming; asynchronously; autoplay; avoid; backgroundanim; bash; because; block; both; browser; can; canvas; cdnjs.cloudflare.com/ajax/libs/bodymovin/5.12.2/lottie.min.js; class; composition; confettianim; const; container; contract; correctly; credits; css; css.; decorative; depending; deterministic; developers.lottiefiles.com/docs/dotlottie-player/dotlottie-web/methods; dimensions; display; div; document.getelementbyid; dotlottie; each; editing; effects; embedding; encoded; every; explicitly; export.; exports; false; file; files; first.; fit; frame; github.com/airbnb/lottie-web; github.com/airbnb/lottie-web/wiki/loadanimation-options; good; gotoandstop; has; height; html; html.; https; hyperframes; icon; iconanim; inspected; its; json; keep; known; lint; load; loadanimation; loading; local; logo; logo-lottie; loop; loop.,,做视频; 字幕; 配音; 视频合成; 网页转视频; 网址做成视频; 链接做视频; 宣传片; 产品视频; 产品宣传视频,repo-skill,repository,skills\lottie\SKILL.md
abaa455d40b3,website-to-hyperframes,website-to-hyperframes,hyperframes-video,"Use when the user provides a website URL or link and wants a HyperFrames video, promo, product tour, social ad, launch video, capture, website-to-video conversion, or says turn this site into video content.",about; accents; active; against; agent; align; already; any; approve.; approved; arc; architecture; are; artifact; ask; asset; assets; assets.; audience.; audio; autonomous; back.; background; beat; beat-by-beat; beats; beats.; been; before; billboard-per-beat; blocks; both; brand; build; building; can; captions; captions.; capture; captured; ceil; cheat; checklist; choices; chosen; collaborative; color; colors; communicate; complex; component; compositions; compositions.; compositions/beat-n.html; computed; concept-first; constraints; content; content.; contents; conversion; count; covering; create; critically; data; decide; deep-dive; default; deliver; delivering.; depth; design-styles.json; design.md; directly; document.; does; driver; duration; duration_seconds; durations.; each; either; elevenlabs; end.; errors; every; exact; exist; exists,turn site into video; website to video; 产品宣传视频; 网址做成视频; 网站做视频; 网页转视频; 链接做视频,做视频; 字幕; 配音; 视频合成; 网页转视频; 网址做成视频; 链接做视频; 宣传片; 产品视频; 产品宣传视频,repo-skill,repository,skills\website-to-hyperframes\SKILL.md
63c0449d8634,openai-docs,openai-docs,openai-api-apps,"Use when the user asks how to build with OpenAI products or APIs and needs up-to-date official documentation with citations, help choosing the latest model for a use case, or model upgrade and prompt-upgrade guidance; prioritize OpenAI docs MCP tools, use bundled references only as helper context, and restrict any fallback browsing to official OpenAI domains.",API key; ChatGPT应用; OpenAI接口; accurately.; active; add; after; agent; agentic; agents; alias; also; always; ambiguous; any; apache; api; api-backed; api/provider; apis; app; approval.; apps; are; artifact.; ask; attempt; authoritative; available; available.; back; baselines; both; broader; browse; browsing; build; building; bundled; can; case; changes; chat; chatgpt; chatgpt.; choosing; citations; clarify; clear; cli; code.; codex; codex.; coding; command; command.; comparisons; completions; component; comprising; conceptual; configure; content.; context; conversation.; conversations.; credential; current; debug; default-model; defaults; derived; designed; developer; developer-docs; developers.openai.com; developers.openai.com/api/docs/guides/latest-model.md; developers.openai.com/mcp; development; direct; directly; directly.; disclose; discover; doc; docs; docs-only; documentation; domains.; due,,OpenAI接口; API key; 智能体; 模型; ChatGPT应用; 评测,repo-system,.system,skills\.system\openai-docs\SKILL.md
d1f8e30c241e,brainstorming,brainstorming,routing-process,"Use when starting creative work, feature design, behavior changes, app components, product ideas, UI flows, content direction, or any request that needs intent, requirements, design, tradeoffs, or approval before implementation.",action; after; ahead; all; ambiguity; analytics; anti-pattern; any; app; applies; approaches; appropriately-scoped; approval; approval.; approved; approves; are; ask; asking; assess; assumptions; before; behavior; believe; below; below.; billing; box; brainstorm; brainstorming; break; build; building; built; but; can; cause; change; changes; chat; check; checklist; choice; clarifying; code; collaborative; combined; commit; commits; companion; complete; complexity; components; config; constraints; content; context; contradictions; conversationally; create; creative; criteria; current; cycle.; decompose; decomposed; describes; design; design.md; designs; detailed; details; dialogue.; diamond; different; digraph; direction; doc; docs; docs/superpowers/specs/yyyy-mm-dd-; don; dot; doublecircle; e.g.; each; every; explain; exploration; explore; exploring,,规划; 计划; 先想方案; 设计一下; 按计划执行; 拆任务; 并行处理; 新功能; 改行为,repo-skill,repository,skills\brainstorming\SKILL.md
2aa0e855dc75,executing-plans,executing-plans,routing-process,"Use when the user provides or approves a written implementation plan, asks to execute a plan, continue from a plan, run planned tasks, or work through checkpoints in a separate execution session.",about; access; after; all; announce; any; approach; approves; are; ask; ask.; available; based; before; better; bite-sized; blocked; blocker; blockers; branch; checkpoints; choice; clarification; claude; code; codex; complete; complete.; completed; concerns; consent; continue; create; creates; critical; critically; dependency; development; don; each; earlier; ensures; exactly; execute; executes; executing; executing-plans; execution; existing; explicit; fails; feedback; file; finishing-a-development-branch; first; follow; force; fundamental; gaps; guess; guessing.; has; help; higher; hit; human; identify; immediately; implement; implementation; in_progress; instead; instruction; integration; isolated; its; load; main/master; mark; missing; much; needs; never; note; one; options; overview; partner; plan; plan.,,规划; 计划; 先想方案; 设计一下; 按计划执行; 拆任务; 并行处理; 新功能; 改行为,repo-skill,repository,skills\executing-plans\SKILL.md
5a8d48169cc6,gsap-timeline,gsap-timeline,routing-process,"Use when sequencing GSAP animations, choreographing animation order, creating timelines, labels, nested timelines, timeline playback, position parameters, staggered sequences, or ordered motion.",about; absolute; add; addlabel; after; all; animates; animation; animation.; animations; another.; appended; apply; are; argument; before; best; both; building; call; callbacks.; can; chain; child; child.to; children.; choreographing; const; constructor; contain; controlling; controls; coordinating; create; creating; default; defaults; delay; determined; duration; e.g.; ease; ease.; eases; end; end.; ends; etc.; every; examples; forget; gsap; gsap-core; gsap-react; gsap-scrolltrigger; gsap-timeline; gsap.; gsap.timeline; inherit; inside; intro; its; javascript; keyframe-style; kill; label; label.; labelname; labelname+; labels; labels.; last; maintainable; many; master; master.add; master.to; merged; motion.; multi-step; nest; nested; nesting; new; not; official; oncomplete; one; only; onstart,,规划; 计划; 先想方案; 设计一下; 按计划执行; 拆任务; 并行处理; 新功能; 改行为,repo-skill,repository,skills\gsap-timeline\SKILL.md
eb97b9faade4,skill-router,skill-router,routing-process,"Use when choosing which local Codex skill should apply, when many installed skills may match, when routing a request by intent, or when the assistant should select the right process, coding, content, video, animation, document, agent, or security skill.",acting.; address; agency-agents; agent; agent-runtime-lab; agents; angles.; animation; animation.; animations; anime.js; animejs; api; apply; approval; approved; assistant; audits.; authoring; auto trigger; background; before; behavior; behavior.; blocks; both; brainstorming; breakers; broken; bugfixes; captions; categories; change; changes; changes.; checks.; choose; choose skill; choosing; choreography.; claiming; clamp; clean; cli; code; codex; coding; come; comments; common; complete; completed; components.; composition; compositions; concern; concrete; confirmation; consider; content; contribute; contribute-catalog; core; crashing; create; creative; css; css-animations; debugging; design; desired; deterministic; diagnostics; diagnostics.; dirty; discipline; discipline.; dispatching-parallel-agents; doctor; document; does; dom; domain; done; dotlottie; edit; effects.; environment.; execute; executing-plans,auto trigger; choose skill; natural language trigger; route skill; 技能路由; 自动触发,规划; 计划; 先想方案; 设计一下; 按计划执行; 拆任务; 并行处理; 新功能; 改行为,repo-skill,repository,skills\skill-router\SKILL.md
d7b828410b1e,subagent-driven-development,subagent-driven-development,routing-process,"Use when executing an implementation plan that has independent tasks in the current session, parallelizable steps, separable modules, or work that benefits from subagent task execution and review.",after; agents; all; also; ambiguity; answer; approves; are; asked; benefits; between; blocked; box; brainstorm; cannot; check; cluster_per_task; code; code-quality-reviewer-prompt.md; commits; complete; complete.; compliance; confirms; construct; context; context.; continue; continuous; coordination; core; coupled; crafting; create; current; delegate; development; diamond; digraph; dispatch; dispatching; dot; each; ensure; entire; exactly; execute; executing; executing-plans; execution; extract; fast; faster; fillcolor; filled; final; finishing-a-development-branch; first; fixes; focused; fresh; full; gaps; genuinely; has; have; high; history; human; human-in-loop; implementation; implementer; implementer-prompt.md; implements; independent; inherit; instructions; isolated; issues; it.; iteration; label; lightgreen; manual; mark; matches; modules; more; mostly; need.,,规划; 计划; 先想方案; 设计一下; 按计划执行; 拆任务; 并行处理; 新功能; 改行为,repo-skill,repository,skills\subagent-driven-development\SKILL.md
d8ea5a4e9fdf,superpowers-gated-planning,superpowers-gated-planning,routing-process,"Use when the user asks for planning before action, wait for confirmation, plan first, gated approvals, feature design, creative work, behavior changes, coding tasks with approval gates, or implementation planning.",action; actionable; active; advance; after; ambiguous; approach; approval; approval.; approvals; approve; approves; are; artifacts; ask; autonomy; available.; before; begin.; behavior; brainstorm; but; calls; changes; changes.; checklist; choose; chosen; code; coding; combine; commits.; committed; config; confirmation; constraints; continue; conversation; counts; creation; creative; dependency; design; designing; detailed; direction.; documents; doing; edits; efficiency.; execution; execution.; exists; explicit; explicitly; explore; feature; file; files; final; first; first.; formatting; gate; gate.; gated; gates; gates.; generated; get; harmless; implement; implement.; implementation; includes; installs; intent; it.; keep; like; making; may; must; never; next; not; only; option; options; overrides,,规划; 计划; 先想方案; 设计一下; 按计划执行; 拆任务; 并行处理; 新功能; 改行为,repo-skill,repository,skills\superpowers-gated-planning\SKILL.md
4e8857302815,using-git-worktrees,using-git-worktrees,routing-process,"Use when starting feature work that should be isolated, creating or using git worktrees, protecting a dirty workspace, executing implementation plans safely, or separating branch work from current changes.",accidentally; add; already; also; alternative; always; announce; another; any; anything; apply; appropriate; are; ask; asked; asking.; auto-detect; automatically.; available; available.; back; backward; based; baseline; basename; bash; beats; before; blocked; both; branch; branch_name; build; can; cargo; cargo.toml; change; changes.; check; check-ignore; checkout.; chosen; clean; cleanup; command; commit; committing; compatibility; concluding; config/superpowers/worktrees/; consent; contents; core; create; creates; creating; creation; critical; current; declared; declines; default; denial; detached; detect; determine; dev/null; directories; directory; dirty; does; download; ensure; enterworktree; error; executing; exist; existing; explicit; externally; fails; fall; fallback; feature; fight; filesystem; finish; first.; flag.; follow,,规划; 计划; 先想方案; 设计一下; 按计划执行; 拆任务; 并行处理; 新功能; 改行为,repo-skill,repository,skills\using-git-worktrees\SKILL.md
7ddd651e2c96,using-superpowers,using-superpowers,routing-process,"Use when starting a conversation or task, deciding whether any skill applies, enforcing skill checks before clarifying questions or actions, or preventing missed skill invocation.",about; absolutely; access; action; action.; actions; activate; activate_skill; activates; adapt; adaptation; agents.md; already; always; announce; any; anything.; applies; apply; approach; are; auto-discovered; automatically; away; become; before; behavior; box; brainstormed; brainstorming; bug; build; but; can; cannot; chance; check; check.; checklist; checks; choice.; clarifications; clarifying; claude; claude.md; cli; code; codebase; codex; comes; complex.; concept; conflict; content; context; context.; control.; conversation; copilot; could; count; create; current; debugging; deciding; default; definitely; demand.; determine; diamond; digraph; direct; directly.; discip; dispatched; documentation; doesn; doing; domain-specific; don; dot; doublecircle; enforcing; enterplanmode; environments; equivalents.; even; evolve.; exactly; exactly.,,规划; 计划; 先想方案; 设计一下; 按计划执行; 拆任务; 并行处理; 新功能; 改行为,repo-skill,repository,skills\using-superpowers\SKILL.md
fafa60cdfef0,writing-plans,writing-plans,routing-process,"Use when a spec, requirements, approved design, or multi-step task needs a written implementation plan before touching code or coordinating execution.",about; above; above.; action; actual; add; after; against; agentic; almost; always; announce; any; approach; appropriate; approved; architecture; are; assert; assume; assuming; bash; been; before; best; bite-sized; blocks; boundaries; brainstorming.; breaking; broken; builds; but; can; cases; change; changes; check; checkbox; checklist; clear; code; codebase; codebases; commands; commit; commits; commits.; complete; component; comprehensive; consistency; contain; content; context; coordinating; coverage; covers; create; created; decisions; decomposition; decomposition.; def; default; defined; defining; describe; describing; design; details; developer; dispatch.; docs; docs/superpowers/plans/yyyy-mm-dd-; document; domain.; don; dry; dry.; during; each; edge; edits; engineer; error; established; every; everything; exact,,规划; 计划; 先想方案; 设计一下; 按计划执行; 拆任务; 并行处理; 新功能; 改行为,repo-skill,repository,skills\writing-plans\SKILL.md
5a4da158278f,imagegen,imagegen,skill-authoring-local-diagnostics,"Use when generating or editing raster images, AI-created bitmap visuals, photos, illustrations, textures, sprites, mockups, transparent cutouts, image variants, or reference-based visual assets rather than SVG, vector, code-native, HTML, CSS, or canvas visuals.",after; ai-created; alpha.; already; antialiased; any; anything; appears; are; argument; art; ask; asked; asking; asset; assets; auto-key; background; batch; batch-generate; because; before; better; bitmap; both; brainstorming; built-in; bundled; call; can; canvas; chroma-key; clean; clearly; cli; cli.; cli/api/model; code-native; codex; codex_home/; codex_home/generated_images/...; codex_home/skills/.system/imagegen/scripts/remove_chroma_key.py; complex; compositing; composition; concept; confirms; confirms.; control.; controls; copy; cover; create; creating; css; current; cutouts; default; default.; describe; design; despill; destination; destination-path; destination.; diagrams; directly; docs/resources; does; doing; downgrade; edges.; edit; editable; editing; edits; else.; exactly; example; existing; exists; explain; explicitly; exposes; extending; fails; fallback; fallback-only; fallback.; file,,创建技能; 修改技能; 技能触发; 本地诊断; 扫描目录; 运行环境; 技能打包,repo-system,.system,skills\.system\imagegen\SKILL.md
1de6cf7def62,local-skill-enhanced,local-skill-enhanced,skill-authoring-local-diagnostics,"Use when the user asks to inspect local project files, list files, scan the workspace, show runtime info, run safe diagnostics, check current directory, whoami, shell routing, or basic local skill package behavior.",actions; answer; are; available; available.; basic; behavior.; bypass; change.; check; check.; codex; command; commands; current; deterministic; diagnostic; diagnostics; dir; direct; directory; dumping; enhanced; enhanced_skill.log; examples; executionpolicy; explicitly; file; files; final; helper; helpers; identify; imported; info; inspect; inspection; instead; keep; lightweight; list; listing; listings.; local; local-skill-enhanced; logging; logs; long; normal; not; only; package; package.; powershell; prefer; preserved; project; pwd; python; raw; read-only; relevant; rely; requested; requests.; result; routing; run; runtime; runtime-diagnostic; safe; scan; scripts/enhanced_local_skill.ps1; scripts/enhanced_local_skill.py; shell; shell/file; show; simple; summarize; supports; them; these; they; tools; troubleshooting; unless; usage; use; useful; userprofile,,创建技能; 修改技能; 技能触发; 本地诊断; 扫描目录; 运行环境; 技能打包,repo-skill,repository,skills\local-skill-enhanced\SKILL.md
5ad08896c47f,plugin-creator,plugin-creator,skill-authoring-local-diagnostics,"Use when creating, scaffolding, validating, or updating Codex plugins, personal plugin folders, .codex-plugin/plugin.json, plugin manifests, marketplace entries, plugin ordering, or plugin availability metadata.",absolute; accepts.; add; adding; agents/...; agents/plugins/marketplace.json; agents/plugins/marketplace.json.; agents/skills/plugin-creator/scripts/create_basic_plugin.py; agents/skills/plugin-creator/scripts/validate_plugin.py; all; allowed; always; another; app.json; appear; append; are; array; assets/; authentication; availability; available; back; bash; before; belongs; both; brand-new; category; chars.; code/plugins; codex; codex-plugin/plugin.json; codex.; collapsed; companion; consecutive; contain; containing; converted; create; created; creates; creating; creation; creator; default; defaults; destination; directory; displayname; does; each; edit; either; entries; entries.; entry; entry.; example; exist; existing; explicitly; file; fills; first; folder; folders; force; gating.; generate; generate/adjust; generated; gives; handing; hooks/; hyphen-case; hyphen-delimited; hyphens; include; individual; ingestion; inside; installation; installed_by_default; intentionally; interface; interface.displayname; it.; json,,创建技能; 修改技能; 技能触发; 本地诊断; 扫描目录; 运行环境; 技能打包,repo-system,.system,skills\.system\plugin-creator\SKILL.md
c0941e710406,skill-creator,skill-creator,skill-authoring-local-diagnostics,"Use when creating, updating, designing, packaging, testing, or improving Codex skills, SKILL.md files, skill folders, specialized workflows, knowledge extensions, tool integrations, or trigger descriptions.",about; acceptable; actual; add; affects; after; agent; agents; agents/; agents/openai.yaml; all; allows; already; anatomy; another; answer; apis; approach.; approaches; appropriate; are; artifacts; assets; assets/; assumption; avoid; before; behavior; behavior.; being; body; brand; bridge; bug; bundled; business; can; capabilities; challenge; chips; clear; cliffs; code; codex; color; company-specific; complex; comprehensive; concise; conclusions; configuration; consistency; consists; constraints; contains; context; context.; conversation; core; cost; create; create skill; creating; creator; critical; decisions; default; default_prompt; definitions; degrees; depend; describing; description; descriptions; descriptions.; designing; determine; deterministic; deterministically; diffs; display_name; documentation; does; doesn; domain; domains; during; each; effective; else,create skill; new skill; 创建skill; 创建技能; 技能打包; 更新skill,创建技能; 修改技能; 技能触发; 本地诊断; 扫描目录; 运行环境; 技能打包,repo-system,.system,skills\.system\skill-creator\SKILL.md
5ca5dacb477f,skill-installer,skill-installer,skill-authoring-local-diagnostics,"Use when listing, installing, importing, or updating Codex skills from curated sources, GitHub repositories, private repos, zip packages, local folders, or into $CODEX_HOME/skills.",aborts; about; accessed; accordingly; after; all; already; also; annotations; another; api.; approximately; are; ask; auth/permission; auto; available; back; based; basename; behavior; but; can; checkout.; codex; codex/skills; codex_home/skills; codex_home/skills.; codex_home/skills/; come; communication; context; credentials; curated; default; defaults; depending; dest; destination; direct; directory; do.; download; download.; each; error; errors; escalation; example; existing; exists.; exit.; experimental; explain; fails; fallback; falls; fetched; first; folders; follows; format; gh_token; git; github; github.com/; github.com/openai/skills/tree/main/skills/.curated; github.com/openai/skills/tree/main/skills/.experimental; github.com/openai/skills/tree/main/skills/.system; github_token; help; helper; helps; https; import skill; importing; including; insist; install; install skill; installed; installer; installing; installs; instead; json; just; label; like; list,import skill; install skill; zip安装; 安装skill; 安装技能; 私有库skill,创建技能; 修改技能; 技能触发; 本地诊断; 扫描目录; 运行环境; 技能打包,repo-system,.system,skills\.system\skill-installer\SKILL.md
